# i, x, y, z, vx, vy, vz
19274, 24, 20, 30, -3.75, 5.28, -0.2
19275, 0, 21, 30, -5.13, -6.32, 0.11
19276, 1, 21, 30, -5.1, -5.73, -0.13
19277, 2, 21, 30, -5.08, -4.98, -0.42
19278, 3, 21, 30, -5.16, -4.36, -0.72
19279, 4, 21, 30, -5.42, -4.05, -0.82
19280, 5, 21, 30, -5.86, -3.8, -0.6
19281, 6, 21, 30, -6.41, -3.46, -0.06
19282, 7, 21, 30, -7, -2.97, 0.7
19283, 8, 21, 30, -7.56, -2.3, 1.54
19284, 9, 21, 30, -8.04, -1.47, 2.32
19285, 10, 21, 30, -8.39, -0.49, 2.91
19286, 11, 21, 30, -8.56, 0.6, 3.27
19287, 12, 21, 30, -8.53, 1.72, 3.36
19288, 13, 21, 30, -8.28, 2.78, 3.17
19289, 14, 21, 30, -7.85, 3.69, 2.69
19290, 15, 21, 30, -7.28, 4.4, 1.97
19291, 16, 21, 30, -6.64, 4.86, 1.1
19292, 17, 21, 30, -6.01, 5.09, 0.2
19293, 18, 21, 30, -5.44, 5.15, -0.55
19294, 19, 21, 30, -4.97, 5.14, -0.99
19295, 20, 21, 30, -4.64, 5.13, -1.01
19296, 21, 21, 30, -4.44, 5.17, -0.74
19297, 22, 21, 30, -4.37, 5.24, -0.42
19298, 23, 21, 30, -4.38, 5.31, -0.24
19299, 24, 21, 30, -4.44, 5.35, -0.16
19300, 0, 22, 30, -5.35, -6.39, 0.14
19301, 1, 22, 30, -5.32, -5.84, -0.02
19302, 2, 22, 30, -5.27, -5.05, -0.19
19303, 3, 22, 30, -5.27, -4.3, -0.4
19304, 4, 22, 30, -5.38, -3.82, -0.56
19305, 5, 22, 30, -5.64, -3.47, -0.6
19306, 6, 22, 30, -5.99, -3.1, -0.46
19307, 7, 22, 30, -6.4, -2.61, -0.14
19308, 8, 22, 30, -6.8, -1.99, 0.29
19309, 9, 22, 30, -7.13, -1.23, 0.74
19310, 10, 22, 30, -7.37, -0.36, 1.09
19311, 11, 22, 30, -7.48, 0.58, 1.29
19312, 12, 22, 30, -7.44, 1.53, 1.29
19313, 13, 22, 30, -7.26, 2.41, 1.09
19314, 14, 22, 30, -6.95, 3.18, 0.7
19315, 15, 22, 30, -6.56, 3.77, 0.18
19316, 16, 22, 30, -6.13, 4.18, -0.38
19317, 17, 22, 30, -5.73, 4.44, -0.85
19318, 18, 22, 30, -5.4, 4.61, -1.09
19319, 19, 22, 30, -5.18, 4.76, -1.04
19320, 20, 22, 30, -5.07, 4.93, -0.77
19321, 21, 22, 30, -5.07, 5.13, -0.45
19322, 22, 22, 30, -5.13, 5.3, -0.24
19323, 23, 22, 30, -5.24, 5.41, -0.14
19324, 24, 22, 30, -5.36, 5.47, -0.1
19325, 0, 23, 30, -5.48, -6.46, 0.15
19326, 1, 23, 30, -5.45, -5.96, 0.03
19327, 2, 23, 30, -5.4, -5.17, -0.08
19328, 3, 23, 30, -5.37, -4.32, -0.2
19329, 4, 23, 30, -5.41, -3.72, -0.31
19330, 5, 23, 30, -5.53, -3.27, -0.39
19331, 6, 23, 30, -5.72, -2.85, -0.4
19332, 7, 23, 30, -5.95, -2.37, -0.33
19333, 8, 23, 30, -6.19, -1.79, -0.19
19334, 9, 23, 30, -6.42, -1.1, 0
19335, 10, 23, 30, -6.59, -0.32, 0.17
19336, 11, 23, 30, -6.68, 0.51, 0.26
19337, 12, 23, 30, -6.67, 1.35, 0.21
19338, 13, 23, 30, -6.57, 2.13, 0.04
19339, 14, 23, 30, -6.41, 2.8, -0.23
19340, 15, 23, 30, -6.22, 3.34, -0.53
19341, 16, 23, 30, -6.02, 3.76, -0.78
19342, 17, 23, 30, -5.86, 4.08, -0.89
19343, 18, 23, 30, -5.76, 4.35, -0.83
19344, 19, 23, 30, -5.74, 4.63, -0.61
19345, 20, 23, 30, -5.76, 4.92, -0.36
19346, 21, 23, 30, -5.83, 5.18, -0.16
19347, 22, 23, 30, -5.93, 5.39, -0.06
19348, 23, 23, 30, -6.05, 5.53, -0.02
19349, 24, 23, 30, -6.18, 5.59, 0
19350, 0, 24, 30, -5.54, -6.53, 0.14
19351, 1, 24, 30, -5.51, -6.07, 0.05
19352, 2, 24, 30, -5.46, -5.29, -0.04
19353, 3, 24, 30, -5.43, -4.38, -0.12
19354, 4, 24, 30, -5.44, -3.7, -0.19
19355, 5, 24, 30, -5.5, -3.19, -0.25
19356, 6, 24, 30, -5.59, -2.74, -0.29
19357, 7, 24, 30, -5.67, -2.25, -0.33
19358, 8, 24, 30, -5.76, -1.68, -0.34
19359, 9, 24, 30, -5.84, -1.02, -0.31
19360, 10, 24, 30, -5.93, -0.29, -0.27
19361, 11, 24, 30, -6.01, 0.5, -0.21
19362, 12, 24, 30, -6.08, 1.29, -0.2
19363, 13, 24, 30, -6.13, 2.03, -0.27
19364, 14, 24, 30, -6.16, 2.67, -0.36
19365, 15, 24, 30, -6.19, 3.2, -0.44
19366, 16, 24, 30, -6.23, 3.62, -0.46
19367, 17, 24, 30, -6.26, 3.97, -0.4
19368, 18, 24, 30, -6.3, 4.29, -0.27
19369, 19, 24, 30, -6.34, 4.62, -0.11
19370, 20, 24, 30, -6.39, 4.94, 0.02
19371, 21, 24, 30, -6.44, 5.22, 0.1
19372, 22, 24, 30, -6.51, 5.44, 0.13
19373, 23, 24, 30, -6.59, 5.58, 0.13
19374, 24, 24, 30, -6.68, 5.64, 0.13
19375, 0, 0, 31, 6.65, -5.22, 0.36
19376, 1, 0, 31, 6.59, -5.15, 0.36
19377, 2, 0, 31, 6.53, -5.03, 0.34
19378, 3, 0, 31, 6.47, -4.85, 0.3
19379, 4, 0, 31, 6.41, -4.64, 0.21
19380, 5, 0, 31, 6.34, -4.43, 0.08
19381, 6, 0, 31, 6.25, -4.22, -0.08
19382, 7, 0, 31, 6.15, -4.03, -0.21
19383, 8, 0, 31, 6.06, -3.8, -0.29
19384, 9, 0, 31, 5.97, -3.49, -0.29
19385, 10, 0, 31, 5.9, -3.06, -0.22
19386, 11, 0, 31, 5.84, -2.49, -0.13
19387, 12, 0, 31, 5.77, -1.82, -0.07
19388, 13, 0, 31, 5.69, -1.08, -0.05
19389, 14, 0, 31, 5.58, -0.33, -0.11
19390, 15, 0, 31, 5.46, 0.36, -0.18
19391, 16, 0, 31, 5.34, 0.98, -0.22
19392, 17, 0, 31, 5.23, 1.51, -0.21
19393, 18, 0, 31, 5.13, 1.99, -0.17
19394, 19, 0, 31, 5.03, 2.46, -0.1
19395, 20, 0, 31, 4.97, 3.09, -0.01
19396, 21, 0, 31, 4.95, 4.03, 0.09
19397, 22, 0, 31, 4.95, 5.16, 0.21
19398, 23, 0, 31, 4.94, 5.97, 0.32
19399, 24, 0, 31, 4.91, 6.39, 0.37
19400, 0, 1, 31, 6.23, -5.25, 0.21
19401, 1, 1, 31, 6.1, -5.18, 0.19
19402, 2, 1, 31, 5.96, -5.05, 0.14
19403, 3, 1, 31, 5.84, -4.88, 0.04
19404, 4, 1, 31, 5.72, -4.69, -0.15
19405, 5, 1, 31, 5.64, -4.51, -0.37
19406, 6, 1, 31, 5.6, -4.35, -0.55
19407, 7, 1, 31, 5.64, -4.19, -0.6
19408, 8, 1, 31, 5.75, -3.98, -0.5
19409, 9, 1, 31, 5.92, -3.66, -0.28
19410, 10, 1, 31, 6.09, -3.2, -0.01
19411, 11, 1, 31, 6.25, -2.61, 0.24
19412, 12, 1, 31, 6.36, -1.9, 0.4
19413, 13, 1, 31, 6.38, -1.12, 0.45
19414, 14, 1, 31, 6.32, -0.33, 0.38
19415, 15, 1, 31, 6.17, 0.4, 0.22
19416, 16, 1, 31, 5.94, 1.06, 0.02
19417, 17, 1, 31, 5.66, 1.61, -0.15
19418, 18, 1, 31, 5.39, 2.08, -0.24
19419, 19, 1, 31, 5.15, 2.51, -0.24
19420, 20, 1, 31, 4.99, 3.06, -0.15
19421, 21, 1, 31, 4.92, 3.9, 0
19422, 22, 1, 31, 4.92, 5, 0.16
19423, 23, 1, 31, 4.91, 5.86, 0.29
19424, 24, 1, 31, 4.88, 6.34, 0.37
19425, 0, 2, 31, 5.4, -5.22, 0.06
19426, 1, 2, 31, 5.21, -5.15, 0.02
19427, 2, 2, 31, 5.04, -5.03, -0.08
19428, 3, 2, 31, 4.89, -4.9, -0.28
19429, 4, 2, 31, 4.82, -4.79, -0.55
19430, 5, 2, 31, 4.85, -4.72, -0.77
19431, 6, 2, 31, 5.02, -4.68, -0.78
19432, 7, 2, 31, 5.32, -4.61, -0.53
19433, 8, 2, 31, 5.7, -4.42, -0.1
19434, 9, 2, 31, 6.12, -4.08, 0.42
19435, 10, 2, 31, 6.52, -3.56, 0.9
19436, 11, 2, 31, 6.84, -2.87, 1.27
19437, 12, 2, 31, 7.05, -2.06, 1.46
19438, 13, 2, 31, 7.14, -1.18, 1.48
19439, 14, 2, 31, 7.08, -0.3, 1.31
19440, 15, 2, 31, 6.9, 0.52, 0.99
19441, 16, 2, 31, 6.61, 1.24, 0.57
19442, 17, 2, 31, 6.23, 1.85, 0.13
19443, 18, 2, 31, 5.81, 2.32, -0.22
19444, 19, 2, 31, 5.39, 2.71, -0.42
19445, 20, 2, 31, 5.07, 3.13, -0.4
19446, 21, 2, 31, 4.89, 3.81, -0.21
19447, 22, 2, 31, 4.84, 4.84, 0.04
19448, 23, 2, 31, 4.83, 5.74, 0.23
19449, 24, 2, 31, 4.8, 6.29, 0.35
19450, 0, 3, 31, 4.21, -5.12, -0.07
19451, 1, 3, 31, 4.06, -5.07, -0.15
19452, 2, 3, 31, 3.95, -5.02, -0.32
19453, 3, 3, 31, 3.94, -5, -0.59
19454, 4, 3, 31, 4.07, -5.05, -0.79
19455, 5, 3, 31, 4.38, -5.16, -0.7
19456, 6, 3, 31, 4.84, -5.25, -0.25
19457, 7, 3, 31, 5.42, -5.23, 0.47
19458, 8, 3, 31, 6.05, -5.04, 1.3
19459, 9, 3, 31, 6.68, -4.64, 2.1
19460, 10, 3, 31, 7.25, -4, 2.76
19461, 11, 3, 31, 7.7, -3.17, 3.2
19462, 12, 3, 31, 7.99, -2.2, 3.38
19463, 13, 3, 31, 8.08, -1.16, 3.31
19464, 14, 3, 31, 7.99, -0.15, 3
19465, 15, 3, 31, 7.73, 0.77, 2.48
19466, 16, 3, 31, 7.33, 1.56, 1.79
19467, 17, 3, 31, 6.84, 2.2, 1.01
19468, 18, 3, 31, 6.3, 2.69, 0.26
19469, 19, 3, 31, 5.74, 3.05, -0.32
19470, 20, 3, 31, 5.24, 3.35, -0.59
19471, 21, 3, 31, 4.89, 3.82, -0.51
19472, 22, 3, 31, 4.74, 4.7, -0.19
19473, 23, 3, 31, 4.69, 5.61, 0.1
19474, 24, 3, 31, 4.67, 6.24, 0.3
19475, 0, 4, 31, 3.19, -5.04, -0.15
19476, 1, 4, 31, 3.14, -5.06, -0.26
19477, 2, 4, 31, 3.2, -5.13, -0.48
19478, 3, 4, 31, 3.4, -5.29, -0.67
19479, 4, 4, 31, 3.76, -5.53, -0.53
19480, 5, 4, 31, 4.27, -5.79, 0.05
19481, 6, 4, 31, 4.92, -5.97, 1
19482, 7, 4, 31, 5.69, -5.99, 2.14
19483, 8, 4, 31, 6.53, -5.77, 3.28
19484, 9, 4, 31, 7.35, -5.27, 4.28
19485, 10, 4, 31, 8.08, -4.48, 5.05
19486, 11, 4, 31, 8.66, -3.45, 5.52
19487, 12, 4, 31, 9.01, -2.25, 5.69
19488, 13, 4, 31, 9.12, -1, 5.54
19489, 14, 4, 31, 8.98, 0.19, 5.12
19490, 15, 4, 31, 8.63, 1.23, 4.46
19491, 16, 4, 31, 8.11, 2.09, 3.56
19492, 17, 4, 31, 7.48, 2.74, 2.48
19493, 18, 4, 31, 6.81, 3.21, 1.34
19494, 19, 4, 31, 6.13, 3.52, 0.3
19495, 20, 4, 31, 5.48, 3.72, -0.44
19496, 21, 4, 31, 4.96, 3.98, -0.71
19497, 22, 4, 31, 4.66, 4.64, -0.49
19498, 23, 4, 31, 4.54, 5.5, -0.11
19499, 24, 4, 31, 4.49, 6.17, 0.2
19500, 0, 5, 31, 2.5, -5.02, -0.19
19501, 1, 5, 31, 2.55, -5.15, -0.32
19502, 2, 5, 31, 2.74, -5.41, -0.48
19503, 3, 5, 31, 3.07, -5.76, -0.38
19504, 4, 5, 31, 3.54, -6.15, 0.22
19505, 5, 5, 31, 4.16, -6.53, 1.3
19506, 6, 5, 31, 4.96, -6.79, 2.68
19507, 7, 5, 31, 5.91, -6.84, 4.12
19508, 8, 5, 31, 6.93, -6.57, 5.46
19509, 9, 5, 31, 7.93, -5.94, 6.55
19510, 10, 5, 31, 8.82, -4.96, 7.35
19511, 11, 5, 31, 9.49, -3.69, 7.83
19512, 12, 5, 31, 9.91, -2.22, 7.97
19513, 13, 5, 31, 10.03, -0.71, 7.78
19514, 14, 5, 31, 9.87, 0.71, 7.29
19515, 15, 5, 31, 9.44, 1.92, 6.53
19516, 16, 5, 31, 8.82, 2.86, 5.54
19517, 17, 5, 31, 8.07, 3.5, 4.29
19518, 18, 5, 31, 7.27, 3.91, 2.85
19519, 19, 5, 31, 6.47, 4.13, 1.39
19520, 20, 5, 31, 5.72, 4.23, 0.16
19521, 21, 5, 31, 5.07, 4.3, -0.6
19522, 22, 5, 31, 4.62, 4.69, -0.71
19523, 23, 5, 31, 4.39, 5.41, -0.35
19524, 24, 5, 31, 4.31, 6.11, 0.05
19525, 0, 6, 31, 2.01, -5.05, -0.22
19526, 1, 6, 31, 2.12, -5.35, -0.29
19527, 2, 6, 31, 2.36, -5.8, -0.26
19528, 3, 6, 31, 2.72, -6.3, 0.22
19529, 4, 6, 31, 3.23, -6.83, 1.29
19530, 5, 6, 31, 3.94, -7.32, 2.8
19531, 6, 6, 31, 4.87, -7.66, 4.47
19532, 7, 6, 31, 5.97, -7.72, 6.08
19533, 8, 6, 31, 7.14, -7.4, 7.46
19534, 9, 6, 31, 8.27, -6.63, 8.54
19535, 10, 6, 31, 9.25, -5.42, 9.31
19536, 11, 6, 31, 10, -3.87, 9.77
19537, 12, 6, 31, 10.46, -2.1, 9.92
19538, 13, 6, 31, 10.61, -0.29, 9.74
19539, 14, 6, 31, 10.43, 1.39, 9.24
19540, 15, 6, 31, 9.97, 2.8, 8.45
19541, 16, 6, 31, 9.29, 3.83, 7.42
19542, 17, 6, 31, 8.47, 4.48, 6.12
19543, 18, 6, 31, 7.58, 4.81, 4.53
19544, 19, 6, 31, 6.7, 4.91, 2.77
19545, 20, 6, 31, 5.88, 4.86, 1.12
19546, 21, 6, 31, 5.16, 4.76, -0.13
19547, 22, 6, 31, 4.59, 4.88, -0.71
19548, 23, 6, 31, 4.26, 5.4, -0.54
19549, 24, 6, 31, 4.14, 6.04, -0.12
19550, 0, 7, 31, 1.56, -5.12, -0.24
19551, 1, 7, 31, 1.67, -5.61, -0.17
19552, 2, 7, 31, 1.9, -6.21, 0.12
19553, 3, 7, 31, 2.24, -6.84, 1
19554, 4, 7, 31, 2.77, -7.49, 2.48
19555, 5, 7, 31, 3.54, -8.11, 4.29
19556, 6, 7, 31, 4.56, -8.53, 6.11
19557, 7, 7, 31, 5.73, -8.6, 7.75
19558, 8, 7, 31, 6.96, -8.21, 9.08
19559, 9, 7, 31, 8.14, -7.28, 10.09
19560, 10, 7, 31, 9.17, -5.83, 10.79
19561, 11, 7, 31, 9.96, -3.98, 11.19
19562, 12, 7, 31, 10.45, -1.89, 11.34
19563, 13, 7, 31, 10.63, 0.23, 11.24
19564, 14, 7, 31, 10.48, 2.18, 10.82
19565, 15, 7, 31, 10.03, 3.79, 10.07
19566, 16, 7, 31, 9.36, 4.94, 9.05
19567, 17, 7, 31, 8.53, 5.61, 7.77
19568, 18, 7, 31, 7.63, 5.86, 6.14
19569, 19, 7, 31, 6.73, 5.82, 4.22
19570, 20, 7, 31, 5.88, 5.61, 2.27
19571, 21, 7, 31, 5.14, 5.33, 0.6
19572, 22, 7, 31, 4.52, 5.2, -0.44
19573, 23, 7, 31, 4.12, 5.46, -0.58
19574, 24, 7, 31, 3.96, 5.96, -0.25
19575, 0, 8, 31, 1.04, -5.21, -0.25
19576, 1, 8, 31, 1.14, -5.88, 0.01
19577, 2, 8, 31, 1.32, -6.58, 0.58
19578, 3, 8, 31, 1.62, -7.31, 1.82
19579, 4, 8, 31, 2.14, -8.11, 3.61
19580, 5, 8, 31, 2.91, -8.84, 5.59
19581, 6, 8, 31, 3.91, -9.34, 7.47
19582, 7, 8, 31, 5.06, -9.42, 9.08
19583, 8, 8, 31, 6.25, -8.94, 10.36
19584, 9, 8, 31, 7.39, -7.85, 11.28
19585, 10, 8, 31, 8.39, -6.16, 11.82
19586, 11, 8, 31, 9.17, -4, 12.07
19587, 12, 8, 31, 9.7, -1.59, 12.15
19588, 13, 8, 31, 9.93, 0.83, 12.13
19589, 14, 8, 31, 9.86, 3.05, 11.9
19590, 15, 8, 31, 9.5, 4.85, 11.3
19591, 16, 8, 31, 8.89, 6.11, 10.36
19592, 17, 8, 31, 8.13, 6.8, 9.13
19593, 18, 8, 31, 7.3, 7, 7.54
19594, 19, 8, 31, 6.46, 6.82, 5.56
19595, 20, 8, 31, 5.66, 6.43, 3.42
19596, 21, 8, 31, 4.95, 5.96, 1.45
19597, 22, 8, 31, 4.34, 5.59, 0.02
19598, 23, 8, 31, 3.92, 5.59, -0.45
19599, 24, 8, 31, 3.74, 5.89, -0.31
19600, 0, 9, 31, 0.45, -5.31, -0.22
19601, 1, 9, 31, 0.51, -6.09, 0.23
19602, 2, 9, 31, 0.62, -6.85, 1.04
19603, 3, 9, 31, 0.85, -7.69, 2.56
19604, 4, 9, 31, 1.3, -8.62, 4.55
19605, 5, 9, 31, 1.99, -9.46, 6.64
19606, 6, 9, 31, 2.87, -10.01, 8.56
19607, 7, 9, 31, 3.86, -10.09, 10.17
19608, 8, 9, 31, 4.9, -9.54, 11.39
19609, 9, 9, 31, 5.91, -8.29, 12.13
19610, 10, 9, 31, 6.81, -6.35, 12.38
19611, 11, 9, 31, 7.54, -3.91, 12.31
19612, 12, 9, 31, 8.08, -1.23, 12.23
19613, 13, 9, 31, 8.41, 1.45, 12.32
19614, 14, 9, 31, 8.49, 3.91, 12.39
19615, 15, 9, 31, 8.29, 5.9, 12.09
19616, 16, 9, 31, 7.84, 7.26, 11.33
19617, 17, 9, 31, 7.24, 7.97, 10.18
19618, 18, 9, 31, 6.55, 8.11, 8.65
19619, 19, 9, 31, 5.84, 7.81, 6.67
19620, 20, 9, 31, 5.16, 7.24, 4.43
19621, 21, 9, 31, 4.54, 6.58, 2.26
19622, 22, 9, 31, 4, 6.01, 0.56
19623, 23, 9, 31, 3.6, 5.76, -0.2
19624, 24, 9, 31, 3.43, 5.82, -0.29
19625, 0, 10, 31, -0.22, -5.42, -0.14
19626, 1, 10, 31, -0.21, -6.21, 0.42
19627, 2, 10, 31, -0.19, -7, 1.4
19628, 3, 10, 31, -0.06, -7.93, 3.12
19629, 4, 10, 31, 0.26, -8.96, 5.26
19630, 5, 10, 31, 0.77, -9.87, 7.43
19631, 6, 10, 31, 1.43, -10.46, 9.4
19632, 7, 10, 31, 2.17, -10.52, 10.99
19633, 8, 10, 31, 2.97, -9.9, 12.08
19634, 9, 10, 31, 3.77, -8.5, 12.52
19635, 10, 10, 31, 4.51, -6.34, 12.29
19636, 11, 10, 31, 5.16, -3.69, 11.77
19637, 12, 10, 31, 5.71, -0.83, 11.52
19638, 13, 10, 31, 6.14, 2.03, 11.78
19639, 14, 10, 31, 6.4, 4.68, 12.29
19640, 15, 10, 31, 6.43, 6.84, 12.43
19641, 16, 10, 31, 6.23, 8.29, 11.95
19642, 17, 10, 31, 5.86, 9.02, 10.94
19643, 18, 10, 31, 5.39, 9.11, 9.46
19644, 19, 10, 31, 4.89, 8.7, 7.49
19645, 20, 10, 31, 4.39, 7.98, 5.2
19646, 21, 10, 31, 3.91, 7.15, 2.92
19647, 22, 10, 31, 3.48, 6.39, 1.05
19648, 23, 10, 31, 3.14, 5.94, 0.09
19649, 24, 10, 31, 2.99, 5.75, -0.2
19650, 0, 11, 31, -0.97, -5.51, -0.05
19651, 1, 11, 31, -1.01, -6.24, 0.52
19652, 2, 11, 31, -1.08, -7.03, 1.6
19653, 3, 11, 31, -1.07, -8.01, 3.46
19654, 4, 11, 31, -0.93, -9.08, 5.71
19655, 5, 11, 31, -0.66, -10.02, 7.95
19656, 6, 11, 31, -0.3, -10.61, 9.94
19657, 7, 11, 31, 0.13, -10.64, 11.47
19658, 8, 11, 31, 0.64, -9.96, 12.38
19659, 9, 11, 31, 1.21, -8.44, 12.49
19660, 10, 11, 31, 1.8, -6.14, 11.82
19661, 11, 11, 31, 2.37, -3.36, 10.9
19662, 12, 11, 31, 2.91, -0.41, 10.5
19663, 13, 11, 31, 3.41, 2.54, 10.94
19664, 14, 11, 31, 3.82, 5.31, 11.86
19665, 15, 11, 31, 4.09, 7.6, 12.46
19666, 16, 11, 31, 4.16, 9.12, 12.28
19667, 17, 11, 31, 4.07, 9.85, 11.4
19668, 18, 11, 31, 3.88, 9.9, 9.95
19669, 19, 11, 31, 3.63, 9.41, 7.99
19670, 20, 11, 31, 3.36, 8.57, 5.68
19671, 21, 11, 31, 3.08, 7.6, 3.36
19672, 22, 11, 31, 2.78, 6.71, 1.42
19673, 23, 11, 31, 2.52, 6.09, 0.34
19674, 24, 11, 31, 2.41, 5.67, -0.11
19675, 0, 12, 31, -1.73, -5.59, -0.04
19676, 1, 12, 31, -1.81, -6.19, 0.5
19677, 2, 12, 31, -1.97, -6.93, 1.61
19678, 3, 12, 31, -2.11, -7.91, 3.55
19679, 4, 12, 31, -2.18, -8.96, 5.86
19680, 5, 12, 31, -2.19, -9.87, 8.15
19681, 6, 12, 31, -2.14, -10.42, 10.13
19682, 7, 12, 31, -2.02, -10.41, 11.59
19683, 8, 12, 31, -1.81, -9.69, 12.4
19684, 9, 12, 31, -1.48, -8.12, 12.41
19685, 10, 12, 31, -1.04, -5.78, 11.59
19686, 11, 12, 31, -0.53, -2.96, 10.52
19687, 12, 12, 31, -0.01, 0.01, 10.03
19688, 13, 12, 31, 0.52, 2.98, 10.52
19689, 14, 12, 31, 1.03, 5.79, 11.6
19690, 15, 12, 31, 1.47, 8.13, 12.41
19691, 16, 12, 31, 1.8, 9.69, 12.4
19692, 17, 12, 31, 2.01, 10.41, 11.58
19693, 18, 12, 31, 2.13, 10.41, 10.11
19694, 19, 12, 31, 2.18, 9.85, 8.14
19695, 20, 12, 31, 2.17, 8.94, 5.85
19696, 21, 12, 31, 2.1, 7.89, 3.54
19697, 22, 12, 31, 1.96, 6.92, 1.6
19698, 23, 12, 31, 1.79, 6.19, 0.49
19699, 24, 12, 31, 1.72, 5.6, -0.06
19700, 0, 13, 31, -2.42, -5.67, -0.1
19701, 1, 13, 31, -2.54, -6.09, 0.35
19702, 2, 13, 31, -2.8, -6.72, 1.43
19703, 3, 13, 31, -3.09, -7.62, 3.38
19704, 4, 13, 31, -3.38, -8.58, 5.7
19705, 5, 13, 31, -3.65, -9.42, 8
19706, 6, 13, 31, -3.89, -9.91, 9.96
19707, 7, 13, 31, -4.08, -9.86, 11.41
19708, 8, 13, 31, -4.17, -9.12, 12.28
19709, 9, 13, 31, -4.1, -7.59, 12.45
19710, 10, 13, 31, -3.84, -5.3, 11.85
19711, 11, 13, 31, -3.42, -2.52, 10.94
19712, 12, 13, 31, -2.92, 0.42, 10.5
19713, 13, 13, 31, -2.38, 3.37, 10.91
19714, 14, 13, 31, -1.81, 6.15, 11.82
19715, 15, 13, 31, -1.22, 8.45, 12.49
19716, 16, 13, 31, -0.65, 9.96, 12.37
19717, 17, 13, 31, -0.15, 10.64, 11.46
19718, 18, 13, 31, 0.29, 10.6, 9.93
19719, 19, 13, 31, 0.65, 10.01, 7.94
19720, 20, 13, 31, 0.92, 9.07, 5.69
19721, 21, 13, 31, 1.06, 8, 3.44
19722, 22, 13, 31, 1.07, 7.01, 1.58
19723, 23, 13, 31, 1, 6.23, 0.51
19724, 24, 13, 31, 0.96, 5.52, -0.07
19725, 0, 14, 31, -3, -5.74, -0.2
19726, 1, 14, 31, -3.15, -5.94, 0.09
19727, 2, 14, 31, -3.49, -6.41, 1.06
19728, 3, 14, 31, -3.93, -7.17, 2.93
19729, 4, 14, 31, -4.4, -8, 5.22
19730, 5, 14, 31, -4.9, -8.71, 7.51
19731, 6, 14, 31, -5.41, -9.11, 9.47
19732, 7, 14, 31, -5.87, -9.02, 10.95
19733, 8, 14, 31, -6.25, -8.29, 11.95
19734, 9, 14, 31, -6.45, -6.83, 12.43
19735, 10, 14, 31, -6.42, -4.67, 12.28
19736, 11, 14, 31, -6.15, -2.02, 11.78
19737, 12, 14, 31, -5.72, 0.84, 11.52
19738, 13, 14, 31, -5.17, 3.7, 11.78
19739, 14, 14, 31, -4.52, 6.35, 12.29
19740, 15, 14, 31, -3.78, 8.5, 12.51
19741, 16, 14, 31, -2.98, 9.9, 12.07
19742, 17, 14, 31, -2.18, 10.51, 10.98
19743, 18, 14, 31, -1.43, 10.45, 9.38
19744, 19, 14, 31, -0.78, 9.86, 7.42
19745, 20, 14, 31, -0.27, 8.94, 5.24
19746, 21, 14, 31, 0.05, 7.92, 3.1
19747, 22, 14, 31, 0.19, 6.99, 1.38
19748, 23, 14, 31, 0.21, 6.2, 0.41
19749, 24, 14, 31, 0.21, 5.42, -0.15
19750, 0, 15, 31, -3.45, -5.82, -0.29
19751, 1, 15, 31, -3.62, -5.77, -0.2
19752, 2, 15, 31, -4.02, -6.02, 0.56
19753, 3, 15, 31, -4.56, -6.6, 2.27
19754, 4, 15, 31, -5.18, -7.26, 4.44
19755, 5, 15, 31, -5.86, -7.82, 6.69
19756, 6, 15, 31, -6.57, -8.12, 8.66
19757, 7, 15, 31, -7.26, -7.97, 10.19
19758, 8, 15, 31, -7.86, -7.25, 11.33
19759, 9, 15, 31, -8.3, -5.89, 12.1
19760, 10, 15, 31, -8.5, -3.9, 12.39
19761, 11, 15, 31, -8.42, -1.44, 12.32
19762, 12, 15, 31, -8.09, 1.24, 12.23
19763, 13, 15, 31, -7.55, 3.92, 12.3
19764, 14, 15, 31, -6.82, 6.36, 12.37
19765, 15, 15, 31, -5.92, 8.29, 12.12
19766, 16, 15, 31, -4.91, 9.54, 11.38
19767, 17, 15, 31, -3.87, 10.08, 10.15
19768, 18, 15, 31, -2.87, 10, 8.54
19769, 19, 15, 31, -1.99, 9.44, 6.62
19770, 20, 15, 31, -1.31, 8.6, 4.54
19771, 21, 15, 31, -0.86, 7.68, 2.54
19772, 22, 15, 31, -0.63, 6.83, 1.02
19773, 23, 15, 31, -0.52, 6.08, 0.22
19774, 24, 15, 31, -0.46, 5.31, -0.21
19775, 0, 16, 31, -3.76, -5.89, -0.32
19776, 1, 16, 31, -3.93, -5.6, -0.45
19777, 2, 16, 31, -4.36, -5.61, 0.02
19778, 3, 16, 31, -4.96, -5.97, 1.45
19779, 4, 16, 31, -5.67, -6.44, 3.42
19780, 5, 16, 31, -6.47, -6.83, 5.57
19781, 6, 16, 31, -7.31, -7, 7.55
19782, 7, 16, 31, -8.15, -6.81, 9.14
19783, 8, 16, 31, -8.9, -6.11, 10.37
19784, 9, 16, 31, -9.51, -4.84, 11.31
19785, 10, 16, 31, -9.87, -3.03, 11.9
19786, 11, 16, 31, -9.94, -0.82, 12.13
19787, 12, 16, 31, -9.71, 1.61, 12.15
19788, 13, 16, 31, -9.18, 4.01, 12.07
19789, 14, 16, 31, -8.4, 6.16, 11.82
19790, 15, 16, 31, -7.39, 7.85, 11.27
19791, 16, 16, 31, -6.25, 8.94, 10.35
19792, 17, 16, 31, -5.06, 9.41, 9.07
